channel_name,channel_handle,date,youtube_views,youtube_rsi,live_stream_count,fear_greed_value,fear_greed_classification,btc_price_close,btc_price_high,btc_price_low,btc_volume
,,2025-06-07,,,,52,Neutral,105625.23,105974.42,103976.29,903776492
,,2025-06-08,,,,62,Greed,105779.28,106537.25,105042.03,621667329
,,2025-06-09,,,,62,Greed,110302.12,110543.89,105372.62,1927020529
,,2025-06-10,,,,71,Greed,110296.20,110403.60,108373.44,1712252251
Micha.Stocks,@Micha.Stocks,2025-06-11,24472,,1,72,Greed,108676.78,110425.64,108096.82,1585492757
,,2025-06-12,,,,71,Greed,105726.04,108843.81,105721.73,1937273976
Micha.Stocks,@Micha.Stocks,2025-06-13,27522,,1,61,Greed,106121.08,106224.76,102773.14,2853509530
,,2025-06-14,,,,63,Greed,105481.13,106260.08,104386.29,792948934
,,2025-06-15,,,,60,Greed,105625.23,106189.63,104546.11,693686973
Micha.Stocks,@Micha.Stocks,2025-06-16,17840,,1,61,Greed,106855.39,109014.33,105016.81,1846109491
Micha.Stocks,@Micha.Stocks,2025-06-17,12025,,1,68,Greed,104598.68,107795.31,103378.64,2383744169
Micha.Stocks,@Micha.Stocks,2025-06-18,15281,,1,52,Neutral,104927.87,105579.84,103547.15,1945024806
,,2025-06-19,,,,57,Greed,104699.72,105264.38,103951.44,1036540458
,,2025-06-20,,,,54,Neutral,103313.31,106559.45,102367.77,1845670588
,,2025-06-21,,,,49,Neutral,102165.68,104021.01,100925.53,1151399558
Micha.Stocks,@Micha.Stocks,2025-06-22,23487,,1,42,Fear,101015.42,103430.09,98264.46,3086806070
Micha.Stocks,@Micha.Stocks,2025-06-23,7194,,1,47,Neutral,105423.73,106134.09,99685.07,3606601777
Micha.Stocks,@Micha.Stocks,2025-06-24,13481,,1,65,Greed,106133.25,106358.78,104710.65,2099787247
Micha.Stocks,@Micha.Stocks,2025-06-25,20217,,1,66,Greed,107399.88,108196.78,105880.48,2128340952
Micha.Stocks,@Micha.Stocks,2025-06-26,16310,,1,74,Greed,107012.17,108330.60,106605.50,1575810933
Micha.Stocks,@Micha.Stocks,2025-06-27,23491,,1,65,Greed,107105.16,107793.99,106421.82,1799885723
,,2025-06-28,,,,65,Greed,107346.44,107591.48,106884.15,372614445
,,2025-06-29,,,,68,Greed,108391.87,108538.36,107233.58,657403121
Micha.Stocks,@Micha.Stocks,2025-06-30,23035,,1,66,Greed,107169.82,108815.66,106756.38,1530756559
Micha.Stocks,@Micha.Stocks,2025-07-01,12246,,1,64,Greed,105724.18,107574.08,105295.02,1673173145
,,2025-07-02,,,,63,Greed,108886.62,109818.47,105143.10,2124516059
Micha.Stocks,@Micha.Stocks,2025-07-03,13020,,1,73,Greed,109638.97,110584.40,108579.56,1825182142
,,2025-07-04,,,,73,Greed,108027.71,109810.02,107283.92,1130647601
,,2025-07-05,,,,67,Greed,108244.51,108444.73,107798.16,374668092
,,2025-07-06,,,,66,Greed,109233.93,109728.96,107846.02,614763573
Micha.Stocks,@Micha.Stocks,2025-07-07,21899,,1,73,Greed,108277.16,109737.83,107513.97,1447160434
Micha.Stocks,@Micha.Stocks,2025-07-08,18743,,1,65,Greed,108955.05,109248.31,107445.04,1316408875
Micha.Stocks,@Micha.Stocks,2025-07-09,13273,,1,66,Greed,111291.70,112077.21,108341.92,2177951433
Micha.Stocks,@Micha.Stocks,2025-07-10,16589,,1,71,Greed,116023.34,116848.31,110555.52,3616719328
Micha.Stocks,@Micha.Stocks,2025-07-11,21532,,1,71,Greed,117573.92,118890.32,115236.69,3060911543
,,2025-07-12,,,,79,Extreme Greed,117468.16,118239.99,116954.09,869899617
,,2025-07-13,,,,74,Greed,119127.66,119503.56,117264.60,1133368268
,,2025-07-14,,,,74,Greed,119869.01,123220.28,118951.55,3784774921
Micha.Stocks,@Micha.Stocks,2025-07-15,23916,,1,73,Greed,117777.90,119958.94,115709.64,5881848281
Micha.Stocks,@Micha.Stocks,2025-07-16,20604,,1,70,Greed,118700.37,120122.22,117043.92,3310853210
Micha.Stocks,@Micha.Stocks,2025-07-17,14591,,1,74,Greed,119282.74,121020.95,117485.98,3000532789
Micha.Stocks,@Micha.Stocks,2025-07-18,22185,,1,73,Greed,118025.92,120911.16,116902.92,3096339405
,,2025-07-19,,,,74,Greed,117913.27,118572.53,117339.41,791893577
,,2025-07-20,,,,72,Greed,117328.61,118903.91,116533.22,1081488186
Micha.Stocks,@Micha.Stocks,2025-07-21,17424,,1,71,Greed,117441.75,119712.20,116581.70,2187836281
,,2025-07-22,,,,72,Greed,120023.50,120298.65,116186.23,2607540535
,,2025-07-23,,,,74,Greed,118808.78,120167.50,117361.89,2029832616
,,2025-07-24,,,,71,Greed,118397.33,119555.88,117214.42,2128340081
,,2025-07-25,,,,70,Greed,117644.11,118523.27,114756.37,5546818212
,,2025-07-26,,,,72,Greed,117971.27,118355.11,117143.68,1291296799
,,2025-07-27,,,,73,Greed,119468.71,119808.28,117872.15,1228024808
,,2025-07-28,,,,75,Greed,118059.92,119835.44,117403.28,2142740462
,,2025-07-29,,,,73,Greed,117942.11,119285.96,116933.73,2073820445
,,2025-07-30,,,,74,Greed,117853.30,118800.10,115769.47,2153325010
Micha.Stocks,@Micha.Stocks,2025-07-31,20766,,1,72,Greed,115765.36,118927.15,115493.77,1991848800
,,2025-08-01,,,,65,Greed,113263.48,116060.68,112682.82,3851719229
,,2025-08-02,,,,55,Greed,112546.32,114033.98,112006.36,1407609649
,,2025-08-03,,,,53,Neutral,114238.83,114803.51,111925.95,947196437
,,2025-08-04,,,,64,Greed,115065.90,115744.56,114140.41,1662390457
,,2025-08-05,,,,60,Greed,114127.63,115111.39,112629.49,1925704360
,,2025-08-06,,,,54,Neutral,115038.45,115748.22,113364.73,1659630183
Micha.Stocks,@Micha.Stocks,2025-08-07,24625,,1,62,Greed,117522.28,117690.87,114288.63,1904030479
,,2025-08-08,,,,74,Greed,116692.86,117698.38,115895.35,1702088353
,,2025-08-09,,,,67,Greed,116501.28,117940.29,116360.05,926558904
,,2025-08-10,,,,69,Greed,119311.70,119320.76,116496.35,1248946431
,,2025-08-11,,,,70,Greed,118714.58,122309.71,118106.91,3086540255
,,2025-08-12,,,,68,Greed,120128.24,120325.99,118214.28,2172908090
,,2025-08-13,,,,73,Greed,123374.56,123735.38,118948.18,3321096940
Micha.Stocks,@Micha.Stocks,2025-08-14,22494,,1,75,Greed,118391.59,124532.70,117241.12,4249355542
Micha.Stocks,@Micha.Stocks,2025-08-15,18878,,1,60,Greed,117440.09,119335.93,116865.92,2327158152
,,2025-08-16,,,,56,Greed,117469.52,118000.57,117242.73,753827490
,,2025-08-17,,,,64,Greed,117488.00,118639.81,117268.69,791200442
Micha.Stocks,@Micha.Stocks,2025-08-18,21877,,1,60,Greed,116292.15,117627.66,114716.49,2634618668
Micha.Stocks,@Micha.Stocks,2025-08-19,16696,,1,56,Greed,112870.67,116789.95,112738.04,3006851750
Micha.Stocks,@Micha.Stocks,2025-08-20,13623,,1,44,Fear,114291.37,114642.26,112387.14,2610717314
Micha.Stocks,@Micha.Stocks,2025-08-21,19631,,1,50,Neutral,112491.84,114816.84,111993.84,2256735255
Micha.Stocks,@Micha.Stocks,2025-08-22,34542,,1,50,Neutral,116909.79,117428.10,111675.14,3261042644
,,2025-08-23,,,,60,Greed,115391.76,117003.31,114533.54,955311764
,,2025-08-24,,,,53,Neutral,113486.67,115626.28,110860.71,1932434686
,,2025-08-25,,,,47,Neutral,110150.15,113648.57,109292.22,3708998747
Micha.Stocks,@Micha.Stocks,2025-08-26,20021,,1,48,Neutral,111805.93,112407.53,108701.29,2999152225
Micha.Stocks,@Micha.Stocks,2025-08-27,21210,,1,51,Neutral,111276.98,112669.11,110381.63,2440706984
Micha.Stocks,@Micha.Stocks,2025-08-28,19783,,2,48,Neutral,112582.21,113487.65,110887.39,1898278606
Micha.Stocks,@Micha.Stocks,2025-08-29,19732,,1,50,Neutral,108393.15,112646.73,107512.41,3185827655
,,2025-08-30,,,,39,Fear,108833.53,108937.23,107381.29,1049906248
,,2025-08-31,,,,48,Neutral,108273.72,109510.25,108095.95,990157825
,,2025-09-01,,,,46,Fear,109256.28,109913.29,107271.39,2365084072
Micha.Stocks,@Micha.Stocks,2025-09-02,16458,,1,49,Neutral,111245.94,111796.23,108420.77,2993969176
Micha.Stocks,@Micha.Stocks,2025-09-03,13408,,1,55,Greed,111751.51,112601.73,110556.54,2132239040
Micha.Stocks,@Micha.Stocks,2025-09-04,18570,,1,51,Neutral,110732.33,112225.93,109345.22,2162838408
Micha.Stocks,@Micha.Stocks,2025-09-05,20612,,1,48,Neutral,110676.99,113400.39,110217.27,3163045481
,,2025-09-06,,,,48,Neutral,110230.16,111320.30,110019.89,734143439
,,2025-09-07,,,,44,Fear,111143.24,111607.85,110215.70,720954382
Micha.Stocks,@Micha.Stocks,2025-09-08,21445,,2,51,Neutral,112089.06,112937.76,110628.16,1829788896
Micha.Stocks,@Micha.Stocks,2025-09-09,15090,,1,48,Neutral,111549.14,113293.12,110777.59,2108163610
,,2025-09-10,,,,49,Neutral,113988.20,114341.92,110940.58,2661952162
Micha.Stocks,@Micha.Stocks,2025-09-11,23140,,1,54,Neutral,115537.84,115543.74,113457.52,2096575533
Micha.Stocks,@Micha.Stocks,2025-09-12,23965,,1,57,Greed,116116.26,116816.49,114785.30,2412089976
,,2025-09-13,,,,52,Neutral,115971.92,116361.05,115207.42,820638135
,,2025-09-14,,,,55,Greed,115351.87,116227.37,115203.80,843593558
Micha.Stocks,@Micha.Stocks,2025-09-15,22847,,2,53,Neutral,115401.06,116808.07,114427.70,2137738674
Micha.Stocks,@Micha.Stocks,2025-09-16,19608,,1,52,Neutral,116838.31,117006.56,114765.74,1890323068
Micha.Stocks,@Micha.Stocks,2025-09-17,32134,,1,53,Neutral,116488.17,117331.11,114742.84,2750924038
Micha.Stocks,@Micha.Stocks,2025-09-18,15010,,1,52,Neutral,117126.46,117981.11,116134.78,2253362090
Micha.Stocks,@Micha.Stocks,2025-09-19,26041,,1,53,Neutral,115701.97,117510.96,115150.85,1947524484
,,2025-09-20,,,,48,Neutral,115756.07,116202.27,115488.37,694697640
,,2025-09-21,,,,49,Neutral,115299.83,115900.98,115262.90,626782372
Micha.Stocks,@Micha.Stocks,2025-09-22,21365,,1,45,Fear,112747.85,115439.04,112027.44,3197786130
Micha.Stocks,@Micha.Stocks,2025-09-23,21352,,1,43,Fear,112043.66,113372.59,111518.32,2080069064
Micha.Stocks,@Micha.Stocks,2025-09-24,21148,,1,44,Fear,113360.69,114013.40,111118.70,1988342352
Micha.Stocks,@Micha.Stocks,2025-09-25,18054,,1,44,Fear,109061.11,113559.70,108664.26,3874673082
Micha.Stocks,@Micha.Stocks,2025-09-26,21426,,1,28,Fear,109723.94,110387.27,108695.14,3057709370
,,2025-09-27,,,,33,Fear,109727.42,109822.37,109156.33,778286679
,,2025-09-28,,,,37,Fear,112226.65,112406.99,109280.14,1316899924
Micha.Stocks,@Micha.Stocks,2025-09-29,21802,,1,50,Neutral,114407.08,114496.59,111625.37,2209223704
Micha.Stocks,@Micha.Stocks,2025-09-30,17726,,1,50,Neutral,114078.18,114866.53,112727.79,2612642607
Micha.Stocks,@Micha.Stocks,2025-10-01,20879,,1,49,Neutral,118666.73,118722.74,114004.91,3288729605
Micha.Stocks,@Micha.Stocks,2025-10-02,19752,,1,64,Greed,120630.71,121107.24,118356.65,3348607183
Micha.Stocks,@Micha.Stocks,2025-10-03,29119,,1,63,Greed,122318.86,123996.37,119348.63,4338240509
,,2025-10-04,,,,71,Greed,122455.39,122898.15,121598.23,1218962840
,,2025-10-05,,,,74,Greed,123535.21,125748.81,122213.36,2703677561
Micha.Stocks,@Micha.Stocks,2025-10-06,17875,,1,71,Greed,124723.00,126287.29,123143.47,3478551799
Micha.Stocks,@Micha.Stocks,2025-10-07,23867,,1,70,Greed,121414.53,125225.23,120661.76,3568433458
Micha.Stocks,@Micha.Stocks,2025-10-08,26029,,1,60,Greed,123358.65,124254.95,121116.33,3098621662
Micha.Stocks,@Micha.Stocks,2025-10-09,22992,,1,70,Greed,121713.94,123818.95,119741.93,3266509707
Micha.Stocks,@Micha.Stocks,2025-10-10,27673,,1,64,Greed,112998.91,122586.57,105833.75,7411664103
,,2025-10-11,,,,27,Fear,110779.65,113462.03,109711.01,4260858252
,,2025-10-12,,,,24,Extreme Fear,115084.73,115849.48,109708.26,4154852091
Micha.Stocks,@Micha.Stocks,2025-10-13,25203,,2,38,Fear,115279.04,116064.34,113754.71,3475980079
Micha.Stocks,@Micha.Stocks,2025-10-14,17752,,1,38,Fear,113097.76,115514.54,109983.29,4415300610
Micha.Stocks,@Micha.Stocks,2025-10-15,26201,,1,34,Fear,110819.47,113679.91,110229.66,3370232022
Micha.Stocks,@Micha.Stocks,2025-10-16,24997,,1,28,Fear,108212.40,112027.41,107501.51,4931780713
Micha.Stocks,@Micha.Stocks,2025-10-17,26980,,1,22,Extreme Fear,106485.41,109278.91,103552.05,5124514045
,,2025-10-18,,,,23,Extreme Fear,107228.76,107544.75,106382.73,1263875182
,,2025-10-19,,,,29,Fear,108701.79,109508.08,106146.21,1956837354
Micha.Stocks,@Micha.Stocks,2025-10-20,16595,,1,29,Fear,110583.29,111743.25,107486.38,3024980669
Micha.Stocks,@Micha.Stocks,2025-10-21,24050,,1,34,Fear,108387.11,114069.11,107500.34,4507488183
Micha.Stocks,@Micha.Stocks,2025-10-22,20777,,1,25,Extreme Fear,107604.16,109181.59,106750.91,3715585780
,,2025-10-23,,,,27,Fear,110114.95,111341.37,107527.17,2450418379
Micha.Stocks,@Micha.Stocks,2025-10-24,28164,,1,30,Fear,111046.29,111967.35,109742.29,2193655220
,,2025-10-25,,,,37,Fear,111671.84,111960.99,110709.35,663139262
,,2025-10-26,,,,40,Fear,114559.89,115420.91,111281.45,1502383516
Micha.Stocks,@Micha.Stocks,2025-10-27,24316,,1,51,Neutral,114115.08,116395.50,113855.65,2184835505
Micha.Stocks,@Micha.Stocks,2025-10-28,25732,,1,50,Neutral,112930.68,116105.23,112249.30,2354798942
Micha.Stocks,@Micha.Stocks,2025-10-29,27591,,3,51,Neutral,110064.53,113669.50,109339.16,2800964736
Micha.Stocks,@Micha.Stocks,2025-10-30,24681,,2,34,Fear,108326.41,111617.77,106319.98,3623082463
,,2025-10-31,,,,29,Fear,109580.94,111081.78,108295.99,2677616193
,,2025-11-01,,,,33,Fear,110104.40,110513.95,109378.81,701873036
,,2025-11-02,,,,37,Fear,110564.52,111199.60,109485.51,1233024893
Micha.Stocks,@Micha.Stocks,2025-11-03,24544,,2,42,Fear,106580.38,110748.58,105315.16,3707370586
Micha.Stocks,@Micha.Stocks,2025-11-04,27454,,1,21,Extreme Fear,101493.23,107289.91,98932.13,5883230356
,,2025-11-05,,,,23,Extreme Fear,104336.70,104538.07,98978.04,3142449685
